id,DayofYeah250_sum,DayofYeah251_sum,DayofYeah63_sum,DayofYeah248_sum,DayofYeah289_median,DayofYeah193_min,DayofYeah295_max,DayofYeah282_max,DayofYeah187_min,DayofYeah9_min,DayofYeah142_median,DayofYeah129_sum
1600,9.97,5.2,10.91,4.77,3.9,0.0,4.2,3.4,0.01,2.5,3.6,5.01
1601,17.75,321.65,11.08,17.68,2.75,0.8,5.0,300.0,0.5,0.01,6.3,17.81
1602,0.0,203.7,31.8,44.0,0.0,0.0,200.0,8.0,1.0,0.1,3.95,47.0
1603,16.3,0.0,28.9,24.2,2.0,0.0,6.3,13.0,0.0,5.3,1.255,20.3
1604,0.8,5.5,31.31,1.1,1.0,0.0,100.0,16.1,0.13,0.0,1.0,0.16
1605,2.0,0.97,0.0,12.86,5.0,1.0,1.0,100.0,0.0,0.01,2.0,5.8
1606,26.2,20.6,0.0,20.3,1.8,27.7,8.0,6.5,10.0,10.0,0.4,16.2
1607,0.0,0.0,17.95,0.0,6.015,0.0,9.6,4.6,2.5,0.01,3.5,9.61
1608,16.7,29.73,9.06,50.7,0.3,1.5,100.0,8.4,0.2,0.01,2.15,2.65
1609,31.4,23.1,18.91,22.63,4.95,1.2,10.6,8.6,2.0,1.8,5.05,14.2
1610,10.91,10.61,13.66,15.9,1.665,0.0,4.2,5.5,0.17,0.16,1.5,8.56
1611,208.55,1.37,223.56,13.2,1.85,0.0,100.0,4.7,0.0,0.01,3.9,3.52
1612,12.36,35.48,15.51,19.1,1.5,0.0,7.1,6.0,0.6,0.01,2.6,16.6
1613,9.0,2.1,17.24,7.58,3.0,0.8,6.0,4.2,1.3,3.0,2.75,8.13
1614,2.9,14.1,7.1,23.7,3.0,2.6,7.8,200.0,0.7,2.0,1.8,15.91
1615,0.0,17.0,20.05,14.9,2.5,0.5,9.5,100.0,0.5,1.0,1.0,6.2
1616,19.3,18.01,22.11,72.7,2.75,0.0,14.0,14.0,3.0,1.0,2.9,16.12
1617,21.8,33.73,324.41,22.25,3.6,-0.36,10.0,14.0,0.8,0.1,4.25,35.4
1618,13.8,16.5,20.8,11.3,0.0,0.0,8.6,5.0,0.0,7.0,4.0,0.0
1619,123.7,15.51,18.0,1.1,1.9,1.1,3.5,100.0,1.0,1.8,5.2,51.0
1620,165.41,9.1,12.76,15.4,0.9,0.0,8.0,100.0,0.01,0.0,2.5,120.0
1621,9.61,15.5,7.14,16.62,0.0,2.1,4.4,6.0,0.5,0.01,1.8,7.2
1622,132.8,4.51,1.43,13.0,5.1,0.0,4.2,6.5,0.01,0.0,1.0,3.73
1623,1.1,127.8,4.8,27.6,0.01,0.83,3.6,7.0,0.8,2.9,6.5,13.21
1624,120.3,16.2,80.11,32.76,9.3,1.0,12.0,200.0,-0.78,-3.36,4.3,18.51
1625,1.6,3.0,19.8,18.9,3.45,1.3,8.0,5.6,0.1,3.0,3.0,20.7
1626,22.1,22.99,11.2,18.41,3.565,0.0,5.0,6.6,0.08,0.01,1.5,7.51
1627,6.37,6.78,5.6,31.28,4.34,0.8,4.6,0.9,300.0,0.08,0.01,3.41
1630,5.98,19.53,7.19,19.82,0.09,0.0,6.2,5.6,0.01,0.01,1.8,19.09
1631,0.0,8.94,22.54,24.15,0.085,4.8,8.9,200.0,4.0,-2.94,0.1,15.8
1632,8.9,14.3,17.43,11.1,2.0,0.0,7.9,4.4,0.01,3.4,3.65,10.3
1633,1.7,5.0,5.44,8.72,2.6,0.0,27.4,6.3,2.0,0.0,2.6,7.0
1636,0.0,0.04,41.1,90.13,2.43,0.0,10.2,16.0,0.09,0.02,0.0,0.0
1637,12.1,9.2,17.47,12.12,2.64,1.8,5.4,4.5,0.6,0.01,2.7,7.82
1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,14.96,25.31,13.7,275.84,3.5,0.6,4.6,5.5,-3.48,1.0,3.85,16.0
1642,513.4,16.3,14.0,41.03,10.6,0.0,14.5,16.5,0.0,2.12,7.0,0.0
1643,50.0,15.2,30.2,20.6,0.0,8.0,3.8,14.2,0.0,0.0,0.0,2.8
1644,206.5,10.8,17.9,8.7,2.4,3.5,8.0,3.5,1.6,0.15,5.0,5.6
1645,13.55,18.35,7.95,17.93,2.25,3.0,4.2,3.7,0.7,4.0,3.8,20.31
1646,20.66,20.5,10.4,221.2,3.6,0.0,200.0,8.6,4.3,0.0,2.9,6.9
1647,27.43,112.68,17.24,14.43,4.0,0.35,6.5,5.5,0.35,0.6,3.425,12.37
1648,0.0,0.0,2.44,0.0,14.0,0.0,0.0,1.5,1.0,0.0,1.4,113.73
1649,62.8,19.13,1.1,10.1,0.0,4.27,0.0,4.0,0.9,2.2,3.0,1.4
1650,3.4,10.4,6.5,4.9,1.115,-2.83,1.5,2.2,0.1,0.0,1.5,13.93
1651,14.8,111.1,7.23,5.9,1.1,0.0,3.5,4.0,0.8,0.5,3.0,9.0
1652,26.9,18.02,309.3,18.6,2.5,0.0,5.0,13.6,1.0,0.0,153.5,0.0
1653,13.6,9.0,20.0,34.33,7.1,10.0,6.0,10.0,6.6,1.2,2.75,13.5
1654,1.46,10.65,26.07,11.55,4.5,0.02,9.6,8.6,0.04,0.01,4.5,0.07
1655,22.1,23.96,38.8,18.24,0.07,3.0,5.6,500.0,7.5,0.8,29.5,22.73
1656,13.5,17.08,26.0,23.52,1.23,0.0,6.2,200.0,0.01,1.0,4.15,11.67
1657,6.0,1.4,15.14,4.21,0.59,0.0,8.3,1.4,1.0,0.09,4.5,3.39
1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,26.1,13.29,28.94,24.37,0.6,1.1,8.6,8.7,0.01,0.01,2.5,13.13
1668,45.66,16.2,25.63,255.1,6.0,1.8,13.0,13.0,1.5,-8.0,1.3,265.5
1669,25.31,13.17,134.85,16.6,1.2,0.01,100.0,5.6,-7.0,0.01,3.0,23.51
1670,2.81,4.5,20.6,6.6,4.8,2.9,5.2,5.6,2.0,0.01,4.1,5.0
1671,16.7,1.1,23.3,12.2,0.0,2.5,4.6,7.3,0.0,1.5,3.6,10.68
1672,0.0,20.7,45.7,21.4,5.6,0.0,9.1,25.2,1.2,0.6,4.05,40.5
1673,31.7,3.6,38.52,21.1,2.765,-3.54,10.9,11.9,0.2,2.44,6.1,56.94
1676,41.38,9.0,16.3,30.46,0.13,0.0,200.0,4.5,0.05,0.0,3.65,15.1
1677,17.81,24.37,22.16,13.2,1.8,7.54,10.0,10.0,0.0,3.5,1.4,13.19
1678,11.81,30.2,27.05,41.4,3.0,0.0,4.6,6.6,0.1,0.1,2.6,16.7
1679,25.4,20.1,52.1,16.62,5.06,5.6,1.4,5.6,0.0,1.5,2.2,6.6
1680,9.8,10.08,12.6,12.1,2.0,0.01,4.6,9.6,1.0,1.8,3.91,10.8
1681,9.8,9.11,12.71,9.21,2.85,0.35,5.0,5.0,0.0,0.03,2.575,0.0
1684,13.1,13.9,13.4,17.1,5.7,1.5,10.0,300.0,3.0,0.01,4.3,7.6
1685,4.8,20.13,517.6,30.4,5.0,0.0,0.0,0.0,0.0,0.6,3.8,0.0
1688,13.23,16.81,21.8,16.16,2.75,0.01,3.0,6.3,3.0,0.01,5.1,46.32
1689,2.95,21.84,8.41,23.21,3.055,-3.54,12.4,14.0,2.2,0.01,5.1,0.0
1690,12.1,0.0,98.95,223.49,4.05,0.9,6.2,200.0,0.6,0.7,10.0,11.4
1691,34.77,11.2,12.8,11.83,2.35,0.0,3.5,30.0,0.01,0.5,3.0,11.09
1692,38.03,8.81,0.02,19.9,6.5,2.8,0.0,0.0,6.5,27.8,0.0,0.0
1693,32.9,30.33,30.53,21.0,2.85,0.0,8.0,4.6,0.6,1.0,4.0,20.33
1694,18.22,142.9,118.18,20.92,0.0,0.0,12.8,5.6,2.2,1.0,3.95,5.9
1695,133.4,20.5,19.62,8.8,5.4,1.7,10.0,9.5,1.7,0.1,4.35,21.86
1698,15.0,51.0,29.4,0.0,2.25,0.0,6.5,9.0,0.8,0.08,2.7,1.0
1699,116.5,21.0,22.9,2.3,3.85,1.8,13.0,8.5,0.7,0.8,2.3,28.39
1700,0.0,0.0,16.6,0.0,0.0,3.2,0.0,0.0,1.0,0.0,3.6,19.8
1701,174.46,29.6,22.53,22.6,0.0,6.9,115.0,7.0,0.7,0.0,3.8,5.2
1702,5.7,35.5,14.86,35.11,3.0,0.6,5.6,41.4,1.5,0.01,3.45,23.31
1703,25.02,24.72,412.1,0.0,2.915,0.4,100.0,6.0,0.3,0.35,5.725,5.0
1704,231.91,22.36,15.71,20.79,2.0,0.0,5.5,3.4,0.8,7.0,2.5,25.46
1705,115.46,6.0,123.11,13.0,2.4,1.2,3.9,10.2,0.0,0.0,6.05,9.1
1706,8.1,8.1,3.0,41.6,3.7,0.2,7.0,6.0,0.2,1.5,3.0,16.7
1707,5.8,14.3,15.3,6.0,6.39,0.5,6.3,5.9,0.0,18.2,5.25,10.4
1708,2.0,1.0,29.27,20.0,3.8,0.9,6.6,14.0,1.0,2.0,8.1,10.6
1709,4.9,11.0,9.0,13.47,5.0,1.5,4.8,5.0,1.5,0.01,4.0,11.42
1710,15.3,4.6,18.2,6.3,4.5,10.9,6.3,3.9,7.9,0.0,9.0,10.0
1711,2.58,13.2,16.38,14.4,2.2,0.7,8.7,6.6,0.1,0.1,1.75,22.8
1712,4.0,10.0,20.91,7.72,0.505,0.0,2.5,200.0,0.01,0.01,1.85,22.83
1713,9.91,0.01,4.63,1.11,1.4,-0.96,12.0,12.0,0.7,0.01,4.055,21.65
1716,128.41,17.83,36.03,20.6,1.95,4.8,8.6,10.0,1.5,0.01,3.0,21.22
1717,121.8,20.92,9.21,16.0,1.8,1.5,5.5,10.0,6.8,0.01,3.2,32.01
1718,23.7,8.3,0.0,6.0,2.3,1.0,6.0,3.5,0.0,1.2,0.0,0.0
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,0.0,30.3,40.92,13.0,4.3,0.83,14.4,0.1,0.01,7.6,2.05,0.02
1723,0.0,3.2,13.52,43.81,2.0,-0.66,9.0,1.3,0.5,0.01,2.65,0.0
1726,13.4,22.9,27.35,24.1,5.6,0.2,10.0,4.6,0.3,0.2,2.75,26.3
1727,0.7,13.7,20.2,0.0,1.0,-0.66,8.4,3.0,3.0,0.7,0.5,0.0
1728,17.4,6.5,123.1,17.3,2.15,1.8,10.9,0.0,1.8,0.08,2.8,10.7
1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,21.7,11.73,108.79,35.0,4.5,0.6,10.8,8.0,0.6,1.8,2.6,115.3
1731,5.2,2.8,19.8,113.7,4.6,1.5,7.1,5.6,1.0,0.01,3.5,29.3
1736,70.93,14.43,290.65,68.23,4.9,1.8,10.0,4.6,3.1,0.8,3.4,121.1
1737,7.88,9.0,20.0,17.42,5.0,0.83,10.6,7.5,1.0,1.5,2.7,12.7
1738,54.8,18.8,331.5,55.25,3.95,2.5,16.0,8.7,0.1,2.5,3.0,41.6
1739,0.0,1.54,21.08,17.72,0.12,1.0,20.0,60.0,0.6,0.09,0.0,7.4
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,23.5,15.25,19.3,25.72,4.1,0.0,10.0,8.0,0.8,3.0,5.0,9.8
1747,0.3,12.6,21.6,34.31,4.05,0.8,8.0,10.0,3.0,0.02,0.9,110.0
1750,5.21,5.2,9.9,9.81,2.95,0.0,8.0,5.0,0.01,0.5,2.55,10.3
1751,113.9,10.01,23.06,11.7,5.0,1.83,5.0,7.0,0.2,-0.66,1.8,19.5
1752,15.58,9.6,25.51,15.3,4.5,3.84,8.6,0.0,1.0,3.3,4.25,21.2
1753,0.0,0.0,126.5,0.0,4.1,0.0,6.6,8.5,0.5,0.01,3.6,118.14
1762,24.5,15.4,24.58,28.46,5.3,3.9,14.5,10.9,1.5,1.8,7.6,26.3
1764,1.05,13.8,5.61,3.01,1.75,0.5,6.0,7.6,0.5,1.0,2.25,24.1
1765,24.53,20.33,14.98,21.7,5.0,-0.78,5.5,5.0,1.0,0.14,4.25,22.01
1766,12.04,2.53,18.8,105.6,3.45,0.6,5.0,9.54,0.7,0.02,2.95,42.95
1767,0.4,8.1,434.2,22.8,3.825,0.7,12.0,100.0,0.45,10.0,11.25,20.5
1768,13.51,6.6,12.12,13.8,1.8,0.0,4.9,4.3,6.5,1.8,1.0,19.92
1769,213.5,14.6,4.6,11.4,1.28,1.0,6.0,6.1,2.4,5.0,2.3,42.4
1770,16.0,6.6,41.33,9.11,1.7,0.0,30.0,11.0,0.01,1.0,1.15,14.83
1771,5.13,6.1,10.11,24.4,3.55,-0.6,50.0,11.4,1.4,0.01,2.53,9.5
1772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,0.0,0.0,33.5,25.8,0.5,0.9,0.0,13.0,0.1,3.5,0.0,0.0
1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,32.44,19.51,15.51,25.51,2.1,0.0,5.0,5.0,0.6,0.01,5.4,10.93
1776,13.6,12.2,20.1,19.1,6.6,0.8,4.6,12.5,0.6,2.4,4.65,20.4
1777,23.8,0.71,26.7,4.1,2.55,0.5,8.9,4.2,0.4,50.0,0.5,6.9
1778,9.4,26.7,15.42,16.32,2.9,1.5,6.0,5.1,1.3,1.8,5.0,1.1
1779,0.0,0.0,15.0,0.0,3.0,0.0,12.0,200.0,1.0,0.17,0.1,17.7
1782,11.2,7.91,20.4,11.21,3.0,0.0,10.0,4.1,0.01,0.01,5.6,7.7
1783,6.11,13.31,13.44,13.51,6.3,1.5,5.1,7.6,2.0,0.01,2.7,115.52
1784,12.7,117.4,26.74,18.8,6.8,8.0,8.6,6.0,2.9,0.2,6.0,25.43
1785,21.83,22.61,9.8,21.83,5.25,2.0,9.8,14.0,2.7,0.6,4.0,14.1
1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,22.0,17.2,19.1,127.2,11.0,3.5,12.0,10.0,2.0,11.9,3.08,12.94
1794,14.61,17.21,22.92,12.51,3.45,0.0,4.6,5.6,0.01,0.01,6.25,23.9
1795,9.21,26.0,23.94,208.3,6.0,5.6,12.0,10.0,0.5,8.0,3.25,8.02
1802,15.7,6.5,13.9,21.88,3.6,0.0,5.6,200.0,0.8,0.01,2.0,27.86
1803,5.6,0.0,0.0,24.8,7.5,1.5,10.0,10.0,1.0,1.5,1.8,21.7
1806,10.0,7.0,13.21,14.3,6.3,0.0,6.0,7.0,0.2,2.5,3.55,18.9
1807,10.0,12.51,0.0,7.6,2.7,0.1,8.6,6.8,1.0,0.01,1.0,15.3
1808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,10.8,23.4,9.67,0.85,1.2,0.2,5.6,5.6,1.2,0.0,2.7,7.7
1810,18.67,13.96,14.43,38.08,1.8,-0.9,5.6,5.6,1.0,0.01,3.0,15.92
1811,22.5,14.2,11.1,25.2,4.75,1.2,12.6,3.4,1.0,0.1,10.15,6.8
1812,19.11,16.91,18.64,22.21,4.1,0.6,8.2,15.0,0.01,-1.02,4.5,14.4
1813,19.81,17.62,15.73,21.02,1.0,1.8,7.0,10.0,3.6,0.01,9.55,207.63
1814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,11.5,16.7,1.46,29.77,4.5,0.0,12.6,200.0,0.0,0.6,4.0,40.3
1816,5.8,0.36,309.98,14.38,5.5,0.7,7.0,4.4,0.3,0.09,0.01,10.48
1817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,4.0,17.7,22.03,17.7,4.6,0.1,7.0,10.0,1.2,0.18,4.6,8.0
1820,0.0,5.0,3.3,25.01,3.05,3.0,6.5,4.9,3.0,0.0,3.2,26.0
1821,28.54,0.99,21.53,19.2,3.0,0.8,10.0,100.0,0.3,0.11,2.03,24.6
1826,6.0,2.0,10.5,114.02,2.7,0.35,100.0,4.4,1.5,0.02,2.4,9.5
1827,0.0,0.0,8.21,220.5,3.25,0.6,6.1,9.4,0.5,0.1,2.35,3.6
1830,17.21,15.65,16.62,11.7,2.85,0.01,8.0,6.0,0.08,1.8,2.9,21.29
1831,15.1,26.2,0.5,37.7,3.03,1.6,50.0,4.0,0.0,0.0,3.0,0.0
1832,12.6,14.52,7.3,12.92,0.63,0.0,5.6,5.5,0.01,0.02,0.6,9.58
1833,16.76,2.83,18.96,15.85,1.65,0.7,4.0,4.18,0.1,-3.18,0.05,230.1
1834,15.3,127.4,13.9,15.0,3.6,-1.14,10.0,5.0,-9.88,0.04,5.0,19.63
1835,0.5,17.71,73.28,8.89,2.75,1.0,0.0,5.0,-1.14,3.9,2.15,108.64
1838,23.43,42.73,9.0,428.34,3.0,3.0,3.0,4.7,6.1,0.01,27.3,13.55
1839,18.36,15.74,19.97,20.72,3.65,5.4,6.0,9.5,-0.66,0.6,4.75,47.9
1840,5.2,17.6,12.13,4.0,3.875,0.01,30.0,200.0,0.1,8.0,9.0,0.0
1841,10.48,29.4,11.51,26.15,9.6,4.12,10.0,4.7,2.5,-4.33,3.2,9.5
1842,5.6,111.3,18.2,22.4,6.4,0.0,13.7,10.0,0.01,0.1,4.0,40.1
1843,7.4,9.3,22.59,17.6,4.4,0.5,10.0,5.9,0.5,3.8,2.5,34.3
1846,5.5,3.94,3.6,5.8,0.0,0.0,0.09,10.6,0.5,2.0,1.75,22.9
1847,0.0,0.0,149.3,5.2,5.9,0.0,100.0,0.0,0.0,3.0,0.0,0.0
1848,8.8,11.61,16.2,25.3,5.05,0.0,8.0,8.0,2.5,0.08,6.0,14.06
1849,0.0,61.3,9.88,21.94,3.55,0.0,6.0,5.0,1.2,0.5,7.3,0.0
1850,18.43,11.21,11.7,117.0,5.2,0.0,10.0,5.6,1.0,0.01,1.5,13.0
1851,0.0,3.01,10.6,25.3,5.6,1.8,100.0,10.0,0.1,0.01,5.0,1.91
1852,20.03,224.23,12.4,29.03,1.225,0.0,6.5,5.8,1.0,3.0,1.5,10.0
1853,11.8,0.0,141.4,37.63,2.7,0.0,5.4,100.0,0.0,0.0,3.6,35.73
1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,20.74,24.61,19.11,20.21,3.0,0.14,6.0,7.6,0.6,0.01,2.2,15.34
1858,15.9,21.53,13.0,39.63,4.0,0.01,8.6,8.0,7.0,3.6,6.8,84.3
1859,0.0,11.93,11.7,10.6,2.7,1.5,5.6,4.6,0.8,2.8,3.8,13.9
1860,38.1,16.6,24.33,320.93,5.55,0.0,5.0,50.0,3.0,0.4,5.2,133.0
1861,15.63,15.26,13.64,18.23,1.915,1.0,5.6,4.6,0.2,1.6,0.0,15.05
1864,28.31,27.21,4.61,7.25,3.8,-1.74,7.0,9.0,0.0,0.0,5.95,29.4
1865,15.91,84.96,23.2,21.5,4.6,0.0,100.0,1.4,0.0,1.0,3.3,18.1
1870,16.66,18.32,11.54,39.21,1.4,0.0,27.4,5.6,1.2,0.01,1.8,14.87
1871,15.0,28.87,0.09,26.96,3.3,0.6,5.6,5.6,2.7,0.01,5.0,4.0
1872,145.7,25.5,22.91,179.79,5.5,-1.14,5.6,9.7,-0.66,0.4,2.5,18.6
1873,82.15,21.39,2.0,147.41,1.5,0.0,138.36,12.0,0.0,0.0,0.0,0.0
1874,11.1,108.68,0.11,10.8,4.7,4.7,5.6,5.6,0.0,1.2,3.55,108.6
1875,0.1,8.0,10.9,105.31,5.6,1.0,0.01,4.8,8.7,0.9,0.0,0.0
1882,5.3,12.6,25.7,17.2,4.4,0.0,11.9,9.6,0.8,0.01,3.0,106.0
1883,83.4,11.8,13.4,76.5,0.0,0.0,0.7,105.33,-0.96,0.7,4.0,13.5
1884,7.5,23.11,20.04,11.1,3.25,0.0,12.1,6.5,2.0,0.1,1.2,7.15
1885,129.11,12.7,10.81,14.51,2.675,0.0,50.0,50.0,4.4,0.01,5.75,51.11
1888,0.09,7.83,14.87,18.32,1.63,0.0,200.0,5.0,0.01,0.01,1.9,6.82
1889,0.0,4.8,115.83,25.31,1.2,2.5,15.0,5.0,0.7,0.02,1.15,17.73
1894,15.2,32.53,18.27,19.2,4.58,0.0,8.6,10.8,0.6,0.6,3.0,13.7
1895,19.57,17.7,10.12,24.26,2.2,0.0,7.1,2.0,0.6,0.08,3.0,23.3
1896,0.0,0.0,53.45,14.4,4.6,0.7,19.0,200.0,5.6,0.1,0.0,10.9
1897,26.2,119.4,17.3,15.83,7.6,0.0,9.0,100.0,0.02,0.1,7.6,8.6
1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,39.92,472.46,15.41,15.91,5.35,0.5,8.0,10.6,0.7,-0.06,2.505,22.9
1902,100.1,19.02,100.01,30.15,1.8,0.0,6.1,8.8,3.0,1.8,3.0,27.2
1903,11.0,0.0,0.0,13.93,2.8,0.0,5.4,8.5,1.0,2.0,7.75,25.1
1906,26.8,20.97,115.71,233.72,2.85,0.0,100.0,100.0,1.3,-5.6,5.6,112.0
1907,41.9,59.2,24.62,5.8,3.5,1.0,5.6,5.6,1.0,0.8,4.15,3.0
1908,62.2,7.4,0.0,122.91,2.75,-2.94,100.0,8.0,1.5,2.0,4.4,20.3
1909,19.94,17.01,4.8,21.3,8.45,0.0,5.9,12.0,0.0,1.8,3.6,11.0
1912,231.4,31.13,16.83,35.6,3.4,1.5,3.78,9.38,3.6,2.0,0.0,31.4
1913,15.7,6.4,77.7,11.6,5.6,7.6,6.3,5.7,0.0,5.0,3.5,15.0
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,18.6,12.2,14.8,12.6,2.9,-0.48,5.4,100.0,3.0,1.8,1.7,0.0
1918,11.6,41.12,120.58,12.95,3.1,0.01,6.0,4.6,-1.2,-0.48,1.1,17.6
1919,13.63,14.0,14.1,20.0,8.0,0.1,100.0,100.0,3.6,1.7,0.01,10.0
1920,0.0,1.66,11.2,8.18,1.15,0.6,4.1,100.0,2.0,0.7,1.2,12.0
1921,26.93,19.2,19.5,24.12,1.9,1.9,8.6,5.0,1.0,0.1,1.765,12.0
1922,0.0,10.0,6.2,65.1,2.9,0.0,16.5,10.0,1.0,6.1,0.0,15.3
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,1.0,108.06,14.7,12.18,2.4,0.01,10.0,5.6,0.01,0.01,2.4,12.8
1925,8.0,147.46,117.1,19.1,2.0,0.7,5.6,4.6,1.7,0.7,3.2,7.5
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,215.03,9.91,24.22,16.3,2.35,3.9,5.0,8.0,0.01,1.2,2.0,15.19
1933,4.7,13.0,0.0,19.22,0.01,0.4,150.0,7.0,0.45,0.01,1.0,7.88
1934,8.11,5.9,5.52,12.81,3.115,0.3,5.9,4.6,0.3,3.0,1.4,15.11
1935,7.71,12.1,12.94,12.09,2.7,0.0,3.6,15.9,0.07,2.0,0.8,54.7
1936,16.43,14.33,29.32,86.73,4.4,1.0,6.8,10.3,0.02,0.8,8.45,150.0
1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,36.2,15.5,9.23,6.3,2.35,0.0,5.4,5.8,0.0,0.02,4.0,25.66
1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,27.83,1.04,35.23,17.86,3.1,-1.14,6.0,5.9,7.0,2.5,4.2,116.41
1951,0.1,22.9,30.84,25.54,3.6,0.0,0.01,10.0,0.0,1.1,5.75,26.9
1952,42.72,9.9,19.4,37.7,1.85,1.8,6.1,13.2,3.0,6.5,2.3,135.63
1953,8.0,8.6,68.6,20.12,3.45,0.0,13.5,50.0,2.9,0.16,6.7,10.0
1956,0.0,3.2,14.35,65.84,0.01,0.0,100.0,6.5,0.01,1.8,2.0,0.0
1957,0.0,19.41,122.02,11.6,2.0,0.0,5.0,5.0,1.9,0.01,0.7,14.11
1958,0.0,4.85,10.64,116.03,2.4,0.83,10.0,6.8,2.0,0.16,2.5,13.94
1959,24.32,23.92,125.63,29.35,1.5,0.7,4.1,0.0,0.6,0.01,1.0,28.12
1960,29.3,25.1,33.89,40.06,3.0,2.8,3.6,3.6,0.9,0.8,1.8,23.81
1961,24.33,19.04,10.15,212.11,5.1,1.4,5.6,4.3,1.0,0.01,0.02,45.74
1962,0.5,0.0,43.5,58.33,2.5,0.0,100.0,0.5,0.5,3.5,0.0,25.2
1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,3.53,4.49,14.0,5.43,1.3,-1.2,2.5,4.4,0.01,-0.6,1.9,11.98
1969,7.4,9.41,13.44,15.63,1.2,0.9,8.0,5.5,0.1,0.01,0.8,0.81
1970,17.4,15.8,34.1,28.6,3.0,0.4,5.1,300.0,0.6,0.01,3.45,22.11
1971,8.6,0.0,16.96,14.64,4.6,0.4,11.4,8.48,0.4,0.6,3.0,0.0
1976,5.2,13.8,7.06,5.86,2.6,4.6,5.2,6.4,6.0,0.1,3.5,9.13
1977,8.3,17.5,26.7,23.9,2.2,0.0,7.5,200.0,8.0,0.0,5.3,14.8
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,6.9,14.7,17.9,13.9,3.0,0.0,6.1,200.0,0.0,0.8,4.5,106.1
1981,7.7,16.0,12.47,13.7,1.5,0.4,100.0,5.6,0.8,0.01,3.1,25.2
1982,403.57,116.59,0.06,26.07,1.0,-0.84,10.7,6.6,1.0,0.01,3.5,0.33
1983,0.2,0.0,424.3,19.52,6.5,0.0,200.0,1.8,1.9,1.6,1.25,13.4
1984,23.6,6.1,21.43,10.98,4.35,7.6,5.6,5.6,1.2,0.6,5.1,15.0
1985,10.86,0.0,14.75,17.4,2.8,1.0,12.4,3.7,0.1,3.2,10.04,33.1
1986,19.4,4.1,17.23,17.9,4.1,0.01,4.6,4.5,0.1,0.01,2.3,113.7
1987,217.76,0.6,6.67,614.5,4.6,-1.62,5.0,4.6,1.0,0.01,1.8,9.7
1988,0.63,0.78,29.51,3.65,1.0,0.6,15.6,10.5,0.7,0.33,0.38,1.13
1989,1.96,1.0,7.13,45.01,0.01,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1990,44.51,0.01,6.62,9.72,2.25,0.2,5.2,5.9,0.2,0.8,1.5,13.61
1991,3.21,5.91,0.0,7.31,0.455,0.5,4.0,3.6,0.1,0.01,6.9,7.91
1992,26.73,22.23,18.6,21.66,3.5,0.0,100.0,9.0,1.0,0.01,1.6,33.3
1993,56.6,25.34,0.0,0.0,4.2,0.0,100.0,1.4,2.5,4.3,3.6,25.65
2000,5.6,20.3,329.2,5.3,4.95,2.0,200.0,6.1,2.15,12.3,5.4,32.1
2001,14.4,17.6,16.01,15.11,3.2,3.1,5.6,5.6,7.6,0.01,4.6,21.52
